principalInvestigator,country,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,locality,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,fatal,monthCollected,dayCollected,minimumElevationInMeters,maximumElevationInMeters,quantityDetected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,horizontalDatum,georeferenceProtocol,minimumDepthInMeters,maximumDepthInMeters,habitat,eventRemarks,taxTeam,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,lifeStage,establishmentMeans,sex,basisOfRecord,diseaseLineage,genotypeMethod,specimenDisposition,testMethod,diagnosticLab,zeScore,Diagnostics_bcid,Sample_bcid,expeditionCode,projectId,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A05,Silverstoneia,flotator,swabbing,Bd,true,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A05,,,,,,LivingSpecimen,,,,quantitative PCR,,37.8112465143204,https://n2t.net/ark:/21547/CwD227f11f6e3e9a19efc72bb4e4a57186ce,https://n2t.net/ark:/21547/CwC2130602_A05,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A06,Silverstoneia,flotator,swabbing,Bd,true,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A06,,,,,,LivingSpecimen,,,,quantitative PCR,,43312,https://n2t.net/ark:/21547/CwD2e9ba08bf252f301556be34abd6d8d1b1,https://n2t.net/ark:/21547/CwC2130602_A06,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_A07,Smilisca,phaeota,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD206a5d0347ee48b2f92b8f947a5292d9a,https://n2t.net/ark:/21547/CwC2130602_A07,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_A08,Smilisca,phaeota,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20654ae22cfe07abf1529e6f9f9f0f596,https://n2t.net/ark:/21547/CwC2130602_A08,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_A09,Smilisca,phaeota,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d7e6d6fd73cbc7cef45fa18274284d78,https://n2t.net/ark:/21547/CwC2130602_A09,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_A10,Smilisca,phaeota,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20017c4d8c3fde39f27041274a5e1e00f,https://n2t.net/ark:/21547/CwC2130602_A10,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_A11,Smilisca,phaeota,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A11,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27d89d1342f8769f9f4f3f737fecbbdee,https://n2t.net/ark:/21547/CwC2130602_A11,raysofhope,174,
Allie Byrne,Panama,2013,8.6740257,-80.5986692,30,Jamie Voyles; Cori Richards-Zawacki,Rio Blanco,130602_B01,Silverstoneia,flotator,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_B01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD297251799f93c9ddaede80520babea574,https://n2t.net/ark:/21547/CwC2130602_B01,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A01,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD29c216da2927c852ebeceed0439f54d2c,https://n2t.net/ark:/21547/CwC2130603_A01,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A02,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2fd57c08d666c4120ac188ed6e108a518,https://n2t.net/ark:/21547/CwC2130603_A02,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A03,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD224566cca5015e315281334832c8911e4,https://n2t.net/ark:/21547/CwC2130603_A03,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A04,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD223bf3d9e02abad8eace24f9e359544e3,https://n2t.net/ark:/21547/CwC2130603_A04,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A05,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD240e34f3f10029fd092c7c55008b474a7,https://n2t.net/ark:/21547/CwC2130603_A05,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A06,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25983115cb08d951e5a954f0e9273470d,https://n2t.net/ark:/21547/CwC2130603_A06,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A07,Lithobates,warszewitschii,swabbing,Bd,true,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A07,,,,,,LivingSpecimen,,,,quantitative PCR,,986203.027343752,https://n2t.net/ark:/21547/CwD2cfa0c48230db5b2ab070e5e47265c1b1,https://n2t.net/ark:/21547/CwC2130603_A07,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A08,Silverstoneia,flotator,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26c746861a7ed02e9738f25ffb179a18c,https://n2t.net/ark:/21547/CwC2130603_A08,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A09,Pristimantis,gaigei,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2439394d383f9cef8a636a5bda7b03eb0,https://n2t.net/ark:/21547/CwC2130603_A09,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130603_A10,Pristimantis,gaigei,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f798ad49c7221384fe61fb28e62dd4a5,https://n2t.net/ark:/21547/CwC2130603_A10,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130603_A12,Colostethus,panamensis,swabbing,Bd,true,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_A12,,,,,,LivingSpecimen,,,,quantitative PCR,,310.1904392242432,https://n2t.net/ark:/21547/CwD2ef29e54d17034eddba089774a029b427,https://n2t.net/ark:/21547/CwC2130603_A12,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130603_c01,Rhaebo,haematiticus,swabbing,Bd,true,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_c01,,,,,,LivingSpecimen,,,,quantitative PCR,,38.5531845092773,https://n2t.net/ark:/21547/CwD2785823db2c2bc81ca0e727c283498b3f,https://n2t.net/ark:/21547/CwC2130603_c01,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130603_c02,Rhaebo,haematiticus,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_c02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2c997ab12dad0332e8150e4af1dbc4240,https://n2t.net/ark:/21547/CwC2130603_c02,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130603_c03,Rhaebo,haematiticus,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_c03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ec734c778665a294531ce58cd102e83a,https://n2t.net/ark:/21547/CwC2130603_c03,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130603_c04,Rhaebo,haematiticus,swabbing,Bd,false,false,06,03,,,,,,,,,,,,,,,,,,,,,,130603_c04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2cd0c0cf8cc0b99d32991b6568eb7098d,https://n2t.net/ark:/21547/CwC2130603_c04,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A01,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,683.20517539978,https://n2t.net/ark:/21547/CwD2be41e260bde832ee88294d6016e7f946,https://n2t.net/ark:/21547/CwC2130604_A01,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A02,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A02,,,,,,LivingSpecimen,,,,quantitative PCR,,10.15880778431896,https://n2t.net/ark:/21547/CwD2a56e6dc90554aa51b4538a43e20fd482,https://n2t.net/ark:/21547/CwC2130604_A02,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A03,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A03,,,,,,LivingSpecimen,,,,quantitative PCR,,3270.859527587888,https://n2t.net/ark:/21547/CwD24e98a0c32cbf6923eb31f8070a429ecf,https://n2t.net/ark:/21547/CwC2130604_A03,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A04,Colostethus,panamensis,swabbing,Bd,false,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f8248f587deacf216f692462e6908a28,https://n2t.net/ark:/21547/CwC2130604_A04,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A05,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A05,,,,,,LivingSpecimen,,,,quantitative PCR,,9323.4580993652,https://n2t.net/ark:/21547/CwD23b89a646c4ce8c278032d6036ad8efdb,https://n2t.net/ark:/21547/CwC2130604_A05,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A06,Colostethus,panamensis,swabbing,Bd,false,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2292f00165cd21c626b294a0b941984a6,https://n2t.net/ark:/21547/CwC2130604_A06,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A07,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A07,,,,,,LivingSpecimen,,,,quantitative PCR,,671.5178012847904,https://n2t.net/ark:/21547/CwD2a34e80e5fc613dd44de86c41a9b036e5,https://n2t.net/ark:/21547/CwC2130604_A07,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130604_A08,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A08,,,,,,LivingSpecimen,,,,quantitative PCR,,7475.746917724608,https://n2t.net/ark:/21547/CwD2119304622614ff972bae0f910115f207,https://n2t.net/ark:/21547/CwC2130604_A08,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130604_A09,Pristimantis,gaigei,swabbing,Bd,false,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD248d7aa6fd531ee793c1a0091db22c06a,https://n2t.net/ark:/21547/CwC2130604_A09,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130604_A10,Smilisca,phaeota,swabbing,Bd,false,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_A10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d06f36012fc0207c215975935349eb02,https://n2t.net/ark:/21547/CwC2130604_A10,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130604_c01,Leptodactylus,fragilis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_c01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD208c7be1eee93e647f83ea6a38df08cb8,https://n2t.net/ark:/21547/CwC2130604_c01,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130604_c02,Smilisca,phaeota,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_c02,,,,,,LivingSpecimen,,,,quantitative PCR,,0.651067169383168,https://n2t.net/ark:/21547/CwD2ceedbd82c6c48891da885836899f835b,https://n2t.net/ark:/21547/CwC2130604_c02,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130604_c03,Colostethus,panamensis,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_c03,,,,,,LivingSpecimen,,,,quantitative PCR,,13738.31939697264,https://n2t.net/ark:/21547/CwD28b47543795da1e95992eba206b9aa3de,https://n2t.net/ark:/21547/CwC2130604_c03,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130604_c04,Rhaebo,haematiticus,swabbing,Bd,false,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_c04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD270aa9c96b829c4c1c439180f0f42bb75,https://n2t.net/ark:/21547/CwC2130604_c04,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130604_c05,Silverstoneia,flotator,swabbing,Bd,true,false,06,04,,,,,,,,,,,,,,,,,,,,,,130604_c05,,,,,,LivingSpecimen,,,,quantitative PCR,,3.53684574365616,https://n2t.net/ark:/21547/CwD26a9e8278c35ea781f7f4b8e9e9f537ae,https://n2t.net/ark:/21547/CwC2130604_c05,raysofhope,174,
Allie Byrne,Panama,2013,8.622687,-80.5830002494548,30,Jamie Voyles; Cori Richards-Zawacki,Medina,130605_A01,Colostethus,panamensis,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ec99996026b44cd0759011e553888940,https://n2t.net/ark:/21547/CwC2130605_A01,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c01,Colostethus,panamensis,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26eb050b464214c755ba57cb0b68d47dd,https://n2t.net/ark:/21547/CwC2130605_c01,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c02,Colostethus,panamensis,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23d5b26e7973ee898409f202a265b81a0,https://n2t.net/ark:/21547/CwC2130605_c02,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c03,Smilisca,sp,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c03,,,,,,LivingSpecimen,,,,quantitative PCR,,9409810.15625,https://n2t.net/ark:/21547/CwD2de084c327f7243136b2c368c5e9ec124,https://n2t.net/ark:/21547/CwC2130605_c03,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c04,Rhaebo,haematiticus,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27004d2b57447fd47084be85651cb1f49,https://n2t.net/ark:/21547/CwC2130605_c04,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c05,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c05,,,,,,LivingSpecimen,,,,quantitative PCR,,455.47714233398483,https://n2t.net/ark:/21547/CwD29c5f1d27cbadeba226f88fee635e3a1a,https://n2t.net/ark:/21547/CwC2130605_c05,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c06,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c06,,,,,,LivingSpecimen,,,,quantitative PCR,,373.485279083252,https://n2t.net/ark:/21547/CwD2af208fd88a1a9bb91e8ea4d4734783a2,https://n2t.net/ark:/21547/CwC2130605_c06,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c07,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c07,,,,,,LivingSpecimen,,,,quantitative PCR,,979.7694206237759,https://n2t.net/ark:/21547/CwD266d18b87c05bc1ba5b628601796c45ba,https://n2t.net/ark:/21547/CwC2130605_c07,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c08,Rhaebo,haematiticus,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2959ca68a8f1dfb422e3aa1b3b72fc500,https://n2t.net/ark:/21547/CwC2130605_c08,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c09,Rhaebo,haematiticus,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24ebd7b2d39b90786b56347d158488174,https://n2t.net/ark:/21547/CwC2130605_c09,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c10,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c10,,,,,,LivingSpecimen,,,,quantitative PCR,,128,https://n2t.net/ark:/21547/CwD24d63a1b5a530eab8d1c964db0730433e,https://n2t.net/ark:/21547/CwC2130605_c10,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c11,Smilisca,sp,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c11,,,,,,LivingSpecimen,,,,quantitative PCR,,72,https://n2t.net/ark:/21547/CwD217ad08dc1b4058a374e4eae434c7ec71,https://n2t.net/ark:/21547/CwC2130605_c11,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c12,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c12,,,,,,LivingSpecimen,,,,quantitative PCR,,12.560363113880161,https://n2t.net/ark:/21547/CwD2c099115cd40c1f6e57b4da35d12e20af,https://n2t.net/ark:/21547/CwC2130605_c12,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c13,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c13,,,,,,LivingSpecimen,,,,quantitative PCR,,2896,https://n2t.net/ark:/21547/CwD29524b888fc0269c072f7a4447c800502,https://n2t.net/ark:/21547/CwC2130605_c13,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c14,Rhaebo,haematiticus,swabbing,Bd,true,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c14,,,,,,LivingSpecimen,,,,quantitative PCR,,64,https://n2t.net/ark:/21547/CwD24eef68a776981513f606ef09ba31330f,https://n2t.net/ark:/21547/CwC2130605_c14,raysofhope,174,
Allie Byrne,Panama,2013,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,130605_c15,Rhaebo,haematiticus,swabbing,Bd,false,false,06,05,,,,,,,,,,,,,,,,,,,,,,130605_c15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD249c3b477a7eea2c910e77bec5ed5ac92,https://n2t.net/ark:/21547/CwC2130605_c15,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s01,Silverstoneia,flotator,swabbing,Bd,false,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b57361c45dc6d33912f630b11af1bd63,https://n2t.net/ark:/21547/CwC2130606_s01,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s02,Silverstoneia,flotator,swabbing,Bd,false,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD26c256c6450b324269cac58553aa3bf80,https://n2t.net/ark:/21547/CwC2130606_s02,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s03,Lithobates,warszewitschii,swabbing,Bd,true,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s03,,,,,,LivingSpecimen,,,,quantitative PCR,,2800,https://n2t.net/ark:/21547/CwD21cb0cbb76a721128ae15df00282798d5,https://n2t.net/ark:/21547/CwC2130606_s03,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s04,Silverstoneia,flotator,swabbing,Bd,false,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25d766c5c4cadd73758f2870e22ecbf56,https://n2t.net/ark:/21547/CwC2130606_s04,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s05,Silverstoneia,flotator,swabbing,Bd,false,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27f7b4f4d7ed5888f96bb8a5f82fe97f9,https://n2t.net/ark:/21547/CwC2130606_s05,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130606_s06,Silverstoneia,flotator,swabbing,Bd,true,false,06,06,,,,,,,,,,,,,,,,,,,,,,130606_s06,,,,,,LivingSpecimen,,,,quantitative PCR,,4.1390839964151365,https://n2t.net/ark:/21547/CwD29f87d11a19e5724fa32ca9b974bd2032,https://n2t.net/ark:/21547/CwC2130606_s06,raysofhope,174,
