principalInvestigator,country,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,locality,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,fatal,monthCollected,dayCollected,minimumElevationInMeters,maximumElevationInMeters,quantityDetected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,horizontalDatum,georeferenceProtocol,minimumDepthInMeters,maximumDepthInMeters,habitat,eventRemarks,taxTeam,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,lifeStage,establishmentMeans,sex,basisOfRecord,diseaseLineage,genotypeMethod,specimenDisposition,testMethod,diagnosticLab,zeScore,Diagnostics_bcid,Sample_bcid,expeditionCode,projectId,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_01,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2c7852003a339c4476ec5878755235f29,https://n2t.net/ark:/21547/CwC2121211_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_02,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b6d30dbb7781b33b79390ff9a3373b8f,https://n2t.net/ark:/21547/CwC2121211_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_03,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ac44d793744d0f830f75fbb59646e924,https://n2t.net/ark:/21547/CwC2121211_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_04,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2563fe7d1e5b665bb1eaf5461d66d91c3,https://n2t.net/ark:/21547/CwC2121211_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_05,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2dedf43fffa0c0b01c0c04c907e9a7cac,https://n2t.net/ark:/21547/CwC2121211_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_06,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22f087bd02f69961f73f8a097234b5b73,https://n2t.net/ark:/21547/CwC2121211_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_07,Engystomops,pustulosus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ad252a6bc7060c35d7f200a67b91a37a,https://n2t.net/ark:/21547/CwC2121211_07,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_08,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a7585f102dbc6ffbcb03463ea0a61b55,https://n2t.net/ark:/21547/CwC2121211_08,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_09,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d2ee304b0310b810bc1161ad2475a535,https://n2t.net/ark:/21547/CwC2121211_09,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_10,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d2f684fde96236be333c8217e573806f,https://n2t.net/ark:/21547/CwC2121211_10,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_11,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_11,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23f2df6fe2634392feb5ded139a756b00,https://n2t.net/ark:/21547/CwC2121211_11,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_12,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_12,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2494026d41985a3252409da79f9b4ea2f,https://n2t.net/ark:/21547/CwC2121211_12,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_13,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_13,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24da6a259a02f386c548023cdaa6eb63c,https://n2t.net/ark:/21547/CwC2121211_13,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_14,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD217eff798652165b8c709cbc086b3f508,https://n2t.net/ark:/21547/CwC2121211_14,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_15,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2bb6f6014b5522ed4f3f37ebc73529319,https://n2t.net/ark:/21547/CwC2121211_15,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_16,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_16,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b486637535a369f06f3a781f8af4471c,https://n2t.net/ark:/21547/CwC2121211_16,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121211_17,Rhaebo,haematiticus,swabbing,Bd,false,false,12,11,,,,,,,,,,,,,,,,,,,,,,121211_17,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD263acfe441492a2e82c6d79205938d7d4,https://n2t.net/ark:/21547/CwC2121211_17,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_01,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a1a4cc91d614a7cc014a72b6db27ca1a,https://n2t.net/ark:/21547/CwC2121212_01,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_02,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD21387cb2603cf8e132b7e2214ce25f7a4,https://n2t.net/ark:/21547/CwC2121212_02,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_03,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a437b1a020f5933ced64c9e1dd0eac02,https://n2t.net/ark:/21547/CwC2121212_03,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_04,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22efae9ff63d8804bd74f7cd7fbdc5f4a,https://n2t.net/ark:/21547/CwC2121212_04,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_05,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD212f09172e15066df63d2d86b0d2f4ebf,https://n2t.net/ark:/21547/CwC2121212_05,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_06,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD24a7b3d241aee132649d8ced098f74f4f,https://n2t.net/ark:/21547/CwC2121212_06,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_07,Smilisca,sila,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD264fdbdd3545b61e5511f894ee5527229,https://n2t.net/ark:/21547/CwC2121212_07,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_08,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2998289292601064b1e0436acf1a65bbb,https://n2t.net/ark:/21547/CwC2121212_08,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_09,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_09,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2f2bc6df20f49540b9803b12d006d9f27,https://n2t.net/ark:/21547/CwC2121212_09,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_10,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_10,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD22ca2cf6bb93aa59d6fca7634b5a47167,https://n2t.net/ark:/21547/CwC2121212_10,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_11,Rhaebo,haematiticus,swabbing,Bd,true,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_11,,,,,,LivingSpecimen,,,,quantitative PCR,,33.37337169711659,https://n2t.net/ark:/21547/CwD254584cc0e5b08833d137703b22e64e02,https://n2t.net/ark:/21547/CwC2121212_11,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_12,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_12,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD239c114727bf702d03e83e7c968ef51d0,https://n2t.net/ark:/21547/CwC2121212_12,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_13,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_13,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23cd05ca602e1caa58f37b532f6c5ffa0,https://n2t.net/ark:/21547/CwC2121212_13,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_14,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_14,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD27e04f480786181ea27201d235a0f8c5b,https://n2t.net/ark:/21547/CwC2121212_14,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_15,Rhaebo,haematiticus,swabbing,Bd,false,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_15,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD290688106e3eb2192f34e734f1a5977a0,https://n2t.net/ark:/21547/CwC2121212_15,raysofhope,174,
Allie Byrne,Panama,2012,8.5602116,-80.0245313,30,Jamie Voyles; Cori Richards-Zawacki,Mata Ahogado,121212_16,Rhaebo,haematiticus,swabbing,Bd,true,false,12,12,,,,,,,,,,,,,,,,,,,,,,121212_16,,,,,,LivingSpecimen,,,,quantitative PCR,,324.6419383566254,https://n2t.net/ark:/21547/CwD2846f97840d26f69b4e89cc2a824937c1,https://n2t.net/ark:/21547/CwC2121212_16,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121214_01,Atelopus,varius,swabbing,Bd,false,false,12,14,,,,,,,,,,,,,,,,,,,,,,121214_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25e70dc4df6cf82a1b25ab748c2e560b1,https://n2t.net/ark:/21547/CwC2121214_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121214_02,Silverstoneia,flotator,swabbing,Bd,false,false,12,14,,,,,,,,,,,,,,,,,,,,,,121214_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2382e4418bfba5c9d939163655b0e459a,https://n2t.net/ark:/21547/CwC2121214_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_01,Atelopus,varius,swabbing,Bd,false,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_01,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b72d4a103b5bdd1d75de611f03687a97,https://n2t.net/ark:/21547/CwC2121215_01,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_02,Silverstoneia,flotator,swabbing,Bd,true,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_02,,,,,,LivingSpecimen,,,,quantitative PCR,,78.0864194890545,https://n2t.net/ark:/21547/CwD228ac14e7a04f49727a843d38c586e463,https://n2t.net/ark:/21547/CwC2121215_02,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_03,Silverstoneia,flotator,swabbing,Bd,false,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD200e54905a0fc6819ee4477b315b4443f,https://n2t.net/ark:/21547/CwC2121215_03,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_04,Atelopus,varius,swabbing,Bd,false,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD20366195164b4ed42c7f0b0f3828c4483,https://n2t.net/ark:/21547/CwC2121215_04,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_05,Silverstoneia,flotator,swabbing,Bd,true,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_05,,,,,,LivingSpecimen,,,,quantitative PCR,,1.77783941261761,https://n2t.net/ark:/21547/CwD21b35643f60816fb9c5e26f5a12a62e3e,https://n2t.net/ark:/21547/CwC2121215_05,raysofhope,174,
Allie Byrne,Panama,2012,8.6002416,-80.6819305,30,Jamie Voyles; Cori Richards-Zawacki,Rio Tigrero,121215_06,Atelopus,varius,swabbing,Bd,false,false,12,15,,,,,,,,,,,,,,,,,,,,,,121215_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2a7512837fa1b9e70435d4a929cb8c140,https://n2t.net/ark:/21547/CwC2121215_06,raysofhope,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,122,Crinia,signifera,swabbing,Bd,TRUE,false,10,27,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2cd188d818b05cd314d17ea1f1a864808,https://n2t.net/ark:/21547/Cuf2122,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,123,Crinia,signifera,swabbing,Bd,TRUE,false,11,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug29c7b07c52fdfb1853e0accf97954bcd7,https://n2t.net/ark:/21547/Cuf2123,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,124,Crinia,signifera,swabbing,Bd,TRUE,false,11,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug25f9e9d457843b6bd536b29ebc9ad9a6d,https://n2t.net/ark:/21547/Cuf2124,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,125,Crinia,signifera,swabbing,Bd,TRUE,false,11,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2d296f11b5905555217456d2a0247f04b,https://n2t.net/ark:/21547/Cuf2125,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,126,Crinia,signifera,swabbing,Bd,TRUE,false,11,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug21e83f792c363c735a73199353ae2850e,https://n2t.net/ark:/21547/Cuf2126,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,127,Crinia,signifera,swabbing,Bd,TRUE,false,11,9,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug25112078d1c4b7c0ce584ba7cf3c36960,https://n2t.net/ark:/21547/Cuf2127,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,128,Crinia,signifera,swabbing,Bd,TRUE,false,11,16,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug2fb01fb93107157baa56e8495fa763db8,https://n2t.net/ark:/21547/Cuf2128,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,129,Crinia,signifera,swabbing,Bd,TRUE,false,11,16,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug20c55835c031dcb45d0c933be92407885,https://n2t.net/ark:/21547/Cuf2129,bdswabs,174,
Laura Brannelly,Australia,2013,-35.96,148.399,30,Laura Brannelly,Unknown,13,crinia,signifera,swabbing,Bd,TRUE,false,10,16,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug27f08b0821fac36ac78b1e9896b709285,https://n2t.net/ark:/21547/Cuf213,bdswabs,174,
Laura Brannelly,Australia,2013,-36.372,148.452,30,Laura Brannelly,Unknown,130,Crinia,signifera,swabbing,Bd,TRUE,false,11,16,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cug265bcf1e24e909fafbdd3f96cdbed69d9,https://n2t.net/ark:/21547/Cuf2130,bdswabs,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_02,Espadarana,prosoblepon,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD267f4592f8cefbafcc6618a35a8d7d22b,https://n2t.net/ark:/21547/CwC2130531_02,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_03,Espadarana,prosoblepon,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD23534f220503bca4e229eef16a0dd8e36,https://n2t.net/ark:/21547/CwC2130531_03,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_04,Espadarana,prosoblepon,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD298ab5b53975a6023d0e3d080d22c42de,https://n2t.net/ark:/21547/CwC2130531_04,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_05,Espadarana,prosoblepon,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_05,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2ca4540c0ad7dc2a1d889da33d2a836cc,https://n2t.net/ark:/21547/CwC2130531_05,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_06,Craugastor,fitzingeri,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_06,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD279c7b9ec6bc157ee1890fdf3edbfb58b,https://n2t.net/ark:/21547/CwC2130531_06,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_07,Pristimantis,cruentus,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_07,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2d9c5a75a89ff9c32b5d8716333aeada9,https://n2t.net/ark:/21547/CwC2130531_07,raysofhope,174,
Allie Byrne,Panama,2013,8.6699556,-80.5903382,30,Jamie Voyles; Cori Richards-Zawacki,Guabal,130531_08,Pristimantis,cruentus,swabbing,Bd,false,false,05,31,,,,,,,,,,,,,,,,,,,,,,130531_08,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2562227b918baa57cc6d889067eba0a76,https://n2t.net/ark:/21547/CwC2130531_08,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A01,Lithobates,warszewitschii,swabbing,Bd,true,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A01,,,,,,LivingSpecimen,,,,quantitative PCR,,2049980.46875,https://n2t.net/ark:/21547/CwD27533da985b4dd56fa72ea827186e754e,https://n2t.net/ark:/21547/CwC2130602_A01,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A02,Silverstoneia,flotator,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A02,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD2b73a49b16b59e552e3de4e5940a958f1,https://n2t.net/ark:/21547/CwC2130602_A02,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A03,Silverstoneia,flotator,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A03,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD25b7ad8ade9bc3bd1d10d03a6140649b8,https://n2t.net/ark:/21547/CwC2130602_A03,raysofhope,174,
Allie Byrne,Panama,2013,8.649729,-80.5885059,30,Jamie Voyles; Cori Richards-Zawacki,Sofia's stream,130602_A04,Silverstoneia,flotator,swabbing,Bd,false,false,06,02,,,,,,,,,,,,,,,,,,,,,,130602_A04,,,,,,LivingSpecimen,,,,quantitative PCR,,0,https://n2t.net/ark:/21547/CwD287a54df61a67d73c519ac8df74994128,https://n2t.net/ark:/21547/CwC2130602_A04,raysofhope,174,
